,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
37479,경기도 수원시,경기도 수원시 장안구 덕영대로425번길 14-16,경기도 수원시 장안구 율전동 210-29,생활방범,6,200.0,360도전방면,30.0,201805,031-228-3304,37.3013968,126.970421,2020-03-04,3740000,경기도 수원시
37480,경기도 수원시,경기도 수원시 장안구 덕영대로381번길 38,경기도 수원시 장안구 율전동 172-3,생활방범,4,200.0,360도전방면,30.0,201805,031-228-3304,37.3023955,126.96553670000002,2020-03-04,3740000,경기도 수원시
37481,경기도 수원시,경기도 수원시 장안구 파장천로44번길 36,경기도 수원시 장안구 파장동 469-10,생활방범,6,200.0,360도전방면,30.0,201805,031-228-3304,37.308429100000005,126.99759159999999,2020-03-04,3740000,경기도 수원시
37482,경기도 수원시,경기도 수원시 장안구 파장로100번길 34,경기도 수원시 장안구 파장동 558-17,생활방범,5,200.0,360도전방면,30.0,201805,031-228-3304,37.3091495,126.99128590000002,2020-03-04,3740000,경기도 수원시
37483,경기도 수원시,경기도 수원시 팔달구 화서문로16번길 65,경기도 수원시 팔달구 신풍동 산 4,생활방범,4,200.0,360도전방면,30.0,201804,031-228-3304,37.282371399999995,127.01050459999999,2020-03-04,3740000,경기도 수원시
37484,경기도 수원시,경기도 수원시 팔달구 행궁로26번길 50,경기도 수원시 팔달구 남창동 56-66,생활방범,2,200.0,360도전방면,30.0,201804,031-228-3304,37.2787941,127.0130638,2020-03-04,3740000,경기도 수원시
37485,경기도 수원시,경기도 수원시 팔달구 화양로68번길 7-54,경기도 수원시 팔달구 화서동 산 35-3,생활방범,4,200.0,360도전방면,30.0,201804,031-228-3304,37.2858224,126.9978976,2020-03-04,3740000,경기도 수원시
37486,경기도 수원시,경기도 수원시 장안구 경수대로 1017,경기도 수원시 장안구 송죽동 440,교통단속,1,200.0,360도전방면,30.0,201612,031-228-3304,37.3063478,127.0001748,2020-03-04,3740000,경기도 수원시
37487,경기도 수원시,경기도 수원시 장안구 서부로 2107,경기도 수원시 장안구 율전동 433-79,교통단속,1,200.0,360도전방면,30.0,201612,031-228-3304,37.2967925,126.97006200000001,2020-03-04,3740000,경기도 수원시
37488,경기도 수원시,경기도 수원시 영통구 센트럴타운로100번길 30,경기도 수원시 영통구 이의동 1325,교통단속,1,200.0,360도전방면,30.0,201611,031-228-3304,37.2925161,127.0516917,2020-03-04,3740000,경기도 수원시
37489,경기도 수원시,경기도 수원시 권선구 동수원로285번길 24,경기도 수원시 권선구 권선동 1168-7,교통단속,1,200.0,360도전방면,30.0,201608,031-228-3304,37.2555708,127.0346131,2020-03-04,3740000,경기도 수원시
37491,경기도 수원시,경기도 수원시 팔달구 고매로 12-1,경기도 수원시 팔달구 고등동 112-11,생활방범,4,200.0,360도전방면,30.0,201804,031-228-3304,37.2705141,127.0049226,2020-03-04,3740000,경기도 수원시
37492,경기도 수원시,경기도 수원시 팔달구 덕영대로 935번길 1-2,경기도 수원시 팔달구 매산로1가 57-27,생활방범,4,200.0,360도전방면,30.0,201804,031-228-3304,37.2652341,127.00183349999999,2020-03-04,3740000,경기도 수원시
37493,경기도 수원시,경기도 수원시 팔달구 세류로 111,경기도 수원시 팔달구 매산로3가 68-6,생활방범,4,200.0,360도전방면,30.0,201804,031-228-3304,37.2687929,127.01025520000002,2020-03-04,3740000,경기도 수원시
37494,경기도 수원시,경기도 수원시 팔달구 정조로 680-1,경기도 수원시 팔달구 매교동 208-22,생활방범,4,200.0,360도전방면,30.0,201804,031-228-3304,37.2690175,127.0174481,2020-03-04,3740000,경기도 수원시
37495,경기도 수원시,경기도 수원시 팔달구 정조로652번길 6-3,경기도 수원시 팔달구 매교동 185-13,생활방범,6,200.0,360도전방면,30.0,201804,031-228-3304,37.2662424,127.016557,2020-03-04,3740000,경기도 수원시
37496,경기도 수원시,경기도 수원시 팔달구 수원천로210번길 6,경기도 수원시 팔달구 인계동 934,생활방범,3,200.0,360도전방면,30.0,201804,031-228-3304,37.272432200000004,127.01872279999999,2020-03-04,3740000,경기도 수원시
37497,경기도 수원시,경기도 수원시 팔달구 중부대로223번길 89,경기도 수원시 팔달구 우만동 39-5,생활방범,4,200.0,360도전방면,30.0,201804,031-228-3304,37.279788700000005,127.0404415,2020-03-04,3740000,경기도 수원시
37498,경기도 수원시,경기도 수원시 팔달구 중부대로223번길 71-7,경기도 수원시 팔달구 우만동 47-4,생활방범,5,200.0,360도전방면,30.0,201804,031-228-3304,37.279239000000004,127.04074569999999,2020-03-04,3740000,경기도 수원시
37499,경기도 수원시,경기도 수원시 팔달구 월드컵로357번길 11-21,경기도 수원시 팔달구 우만동 481-23,생활방범,5,200.0,360도전방면,30.0,201804,031-228-3304,37.28828789999999,127.03144669999999,2020-03-04,3740000,경기도 수원시
37501,경기도 수원시,경기도 수원시 권선구 입북로 2,경기도 수원시 권선구 입북동 430-4,생활방범,3,200.0,360도전방면,30.0,201802,031-228-3304,37.2921222,126.9605909,2020-03-04,3740000,경기도 수원시
37502,경기도 수원시,경기도 수원시 권선구 경수대로54번길 14,경기도 수원시 권선구 곡반정동 613-1,생활방범,4,200.0,360도전방면,30.0,201802,031-228-3304,37.2327682,127.02278259999999,2020-03-04,3740000,경기도 수원시
37503,경기도 수원시,경기도 수원시 권선구 곡선로49번길 1,경기도 수원시 권선구 곡반정동 558-8,생활방범,5,200.0,360도전방면,30.0,201802,031-228-3304,37.238993,127.0297489,2020-03-04,3740000,경기도 수원시
37506,경기도 수원시,경기도 수원시 권선구 경수대로335번길 14-21,경기도 수원시 권선구 권선동 992-16,생활방범,5,200.0,360도전방면,30.0,201802,031-228-3304,37.25779910000001,127.02142520000001,2020-03-04,3740000,경기도 수원시
37507,경기도 수원시,경기도 수원시 권선구 세권로165번길 14,경기도 수원시 권선구 권선동 1056-14,생활방범,3,200.0,360도전방면,30.0,201802,031-228-3304,37.2566005,127.02283390000001,2020-03-04,3740000,경기도 수원시
37508,경기도 수원시,경기도 수원시 권선구 매실로 61,경기도 수원시 권선구 호매실동 82-5,생활방범,4,200.0,360도전방면,30.0,201802,031-228-3304,37.2687934,126.95745840000001,2020-03-04,3740000,경기도 수원시
37509,경기도 수원시,경기도 수원시 영통구 영통로290번길 25,경기도 수원시 영통구 영통동 964-5,생활방범,3,200.0,360도전방면,30.0,201802,031-228-3304,37.252126700000005,127.06325290000001,2020-03-04,3740000,경기도 수원시
37510,경기도 수원시,경기도 수원시 권선구 일월천로4번길 2,경기도 수원시 권선구 구운동 919-1,생활방범,4,200.0,360도전방면,30.0,201802,031-228-3304,37.2825659,126.97242490000001,2020-03-04,3740000,경기도 수원시
37511,경기도 수원시,경기도 수원시 팔달구 권광로196번길57,경기도 수원시 팔달구 인계동 1116-5,생활방범,2,200.0,360도전방면,30.0,201802,031-228-3304,37.2643463,127.0364205,2020-03-04,3740000,경기도 수원시
37512,경기도 수원시,경기도 수원시 권선구 상탑로21번길 9,경기도 수원시 권선구 탑동 805-7,생활방범,5,200.0,360도전방면,30.0,201802,031-228-3304,37.2712402,126.97325249999999,2020-03-04,3740000,경기도 수원시
37513,경기도 수원시,경기도 수원시 권선구 서둔로 255-2,경기도 수원시 권선구 탑동 1-28,생활방범,4,200.0,360도전방면,30.0,201802,031-228-3304,37.274404,126.9785393,2020-03-04,3740000,경기도 수원시
37514,경기도 수원시,경기도 수원시 권선구 고현로5번길 30,경기도 수원시 권선구 고색동 287-4,생활방범,5,200.0,360도전방면,30.0,201802,031-228-3304,37.2482123,126.98555829999998,2020-03-04,3740000,경기도 수원시
37515,경기도 수원시,경기도 수원시 권선구 삼천병마로1566번길 27,경기도 수원시 권선구 오목천동 451-6,생활방범,4,200.0,360도전방면,30.0,201802,031-228-3304,37.2419632,126.9645409,2020-03-04,3740000,경기도 수원시
37516,경기도 수원시,경기도 수원시 권선구 정조로632번길 28-10,경기도 수원시 권선구 세류동 137-9,생활방범,2,200.0,360도전방면,30.0,201802,031-228-3304,37.264404299999995,127.01642140000001,2020-03-04,3740000,경기도 수원시
37517,경기도 수원시,경기도 수원시 권선구 세권로 100-6,경기도 수원시 권선구 세류동 503-17,생활방범,2,200.0,360도전방면,30.0,201802,031-228-3304,37.2576017,127.0149435,2020-03-04,3740000,경기도 수원시
37518,경기도 수원시,경기도 수원시 권선구 정조로 471-9,경기도 수원시 권선구 세류동 579-35,생활방범,4,200.0,360도전방면,30.0,201802,031-228-3304,37.2510155,127.01122279999998,2020-03-04,3740000,경기도 수원시
37519,경기도 수원시,경기도 수원시 권선구 고색로66번길 39,경기도 수원시 권선구 고색동 83-19,생활방범,3,200.0,360도전방면,30.0,201905,031-228-3304,37.248960100000005,126.9848142,2020-03-04,3740000,경기도 수원시
37520,경기도 수원시,경기도 수원시 권선구 삼천병마로 1587-2,경기도 수원시 권선구 오목천동 375-19,생활방범,3,200.0,360도전방면,30.0,201905,031-228-3304,37.2442425,126.963424,2020-03-04,3740000,경기도 수원시
37522,경기도 수원시,경기도 수원시 권선구 고색로 66번길 14-7,경기도 수원시 권선구 고색동 81-59,생활방범,3,200.0,360도전방면,30.0,201905,031-228-3304,37.2497438,126.9838673,2020-03-04,3740000,경기도 수원시
37523,경기도 수원시,경기도 수원시 권선구 고산로16번길 14,경기도 수원시 권선구 고색동 294,생활방범,3,200.0,360도전방면,30.0,201905,031-228-3304,37.2481578,126.9827293,2020-03-04,3740000,경기도 수원시
37524,경기도 수원시,경기도 수원시 장안구 정조로922번길 13,경기도 수원시 장안구 영화동 276-14,생활방범,6,200.0,360도전방면,30.0,201711,031-228-3304,37.2903992,127.01397879999999,2020-03-04,3740000,경기도 수원시
37531,경기도 수원시,경기도 수원시 권선구 효원로266번길 24,경기도 수원시 권선구 권선동 1013-10,교통단속,1,200.0,360도전방면,30.0,201712,031-228-3304,37.2603474,127.0297226,2020-03-04,3740000,경기도 수원시
37532,경기도 수원시,경기도 수원시 장안구 만석로159번길 64,경기도 수원시 장안구 파장동 495-24,교통단속,1,200.0,360도전방면,30.0,201712,031-228-3304,37.304257299999996,126.99672340000002,2020-03-04,3740000,경기도 수원시
37534,경기도 수원시,경기도 수원시 장안구 장안로 98,경기도 수원시 장안구 정자동 48-13,교통단속,1,200.0,360도전방면,30.0,201712,031-228-3304,37.292733399999996,127.00173159999999,2020-03-04,3740000,경기도 수원시
37535,경기도 수원시,경기도 수원시 장안구 율전로63번길 24,경기도 수원시 장안구 율전동 374-1,교통단속,1,200.0,360도전방면,30.0,201712,031-228-3304,37.296512,126.96595690000001,2020-03-04,3740000,경기도 수원시
37536,경기도 수원시,경기도 수원시 장안구 화산로285번길 27,경기도 수원시 장안구 율전동 356-6,교통단속,1,200.0,360도전방면,30.0,201712,031-228-3304,37.2990705,126.96492930000001,2020-03-04,3740000,경기도 수원시
37537,경기도 수원시,경기도 수원시 영통구 반달로 103,경기도 수원시 영통구 영통동 1011-4,교통단속,1,200.0,360도전방면,30.0,201711,031-228-3304,37.252299,127.07716229999998,2020-03-04,3740000,경기도 수원시
37540,경기도 수원시,경기도 수원시 권선구 동수원로177번길 40,경기도 수원시 권선구 권선동 1364,교통단속,1,200.0,360도전방면,30.0,201709,031-228-3304,37.2466607,127.03005590000001,2020-03-04,3740000,경기도 수원시
37544,경기도 수원시,경기도 수원시 장안구 수성로 370번길 52,경기도 수원시 장안구 영화동 273-5,교통단속,1,200.0,360도전방면,30.0,201706,031-228-3304,37.2915165,127.01375349999999,2020-03-04,3740000,경기도 수원시
37545,경기도 수원시,경기도 수원시 영통구 광교중앙로248번길 7-1,경기도 수원시 영통구 하동 986,교통단속,1,200.0,360도전방면,30.0,201704,031-228-3304,37.2919318,127.067604,2020-03-04,3740000,경기도 수원시
37550,경기도 수원시,"경기도 수원시 영통구 봉영로 1482번길 18(영통동,영통3차 풍림아이원아파트)",경기도 수원시 영통구 영통동 982-3,교통단속,1,200.0,360도전방면,30.0,201612,031-228-3304,37.2450156,127.0669665,2020-03-04,3740000,경기도 수원시
37551,경기도 수원시,경기도 수원시 팔달구 효원로235번길 13,경기도 수원시 팔달구 인계동 1028,교통단속,1,200.0,360도전방면,30.0,201612,031-228-3304,37.263402500000005,127.02725490000002,2020-03-04,3740000,경기도 수원시
37555,경기도 수원시,경기도 수원시 권선구 당진로14번길 23,경기도 수원시 권선구 당수동 219-1,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.2903209,126.9417926,2020-03-04,3740000,경기도 수원시
37556,경기도 수원시,경기도 수원시 권선구 당진로14번길 3,경기도 수원시 권선구 당수동 232-7,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.29040139999999,126.940676,2020-03-04,3740000,경기도 수원시
37557,경기도 수원시,경기도 수원시 권선구 세지로140번길 41,경기도 수원시 권선구 권선동 940-7,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.2635205,127.0226441,2020-03-04,3740000,경기도 수원시
37558,경기도 수원시,경기도 수원시 권선구 세지로126번길 15-1,경기도 수원시 권선구 권선동 949-25,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.2626558,127.02061470000001,2020-03-04,3740000,경기도 수원시
37559,경기도 수원시,경기도 수원시 권선구 세권로 85,경기도 수원시 권선구 세류동 520-5,어린이보호,4,200.0,360도전방면,30.0,201103,031-228-3304,37.258295600000004,127.0138389,2020-03-04,3740000,경기도 수원시
37560,경기도 수원시,경기도 수원시 권선구 여기산로 24,경기도 수원시 권선구 서둔동 260-99,어린이보호,4,200.0,360도전방면,30.0,201708,031-228-3304,37.2795669,126.9787067,2020-03-04,3740000,경기도 수원시
37561,경기도 수원시,경기도 수원시 권선구 서수원로 607,경기도 수원시 권선구 금곡동 1006,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.2795141,126.95348290000001,2020-03-04,3740000,경기도 수원시
37562,경기도 수원시,경기도 수원시 권선구 서수원로617번길 30,경기도 수원시 권선구 금곡동 1004,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.2796489,126.9527838,2020-03-04,3740000,경기도 수원시
37563,경기도 수원시,경기도 수원시 권선구 덕영대로1217번길 36,경기도 수원시 권선구 권선동 1199,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.250409999999995,127.02522179999998,2020-03-04,3740000,경기도 수원시
37564,경기도 수원시,경기도 수원시 팔달구 매산로3가 111-149,경기도 수원시 권선구 세류동 63,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.26596370000001,127.00961229999999,2020-03-04,3740000,경기도 수원시
37567,경기도 수원시,경기도 수원시 팔달구 세지로234번길 23,경기도 수원시 팔달구 인계동 822-20,어린이보호,4,200.0,360도전방면,30.0,201806,031-228-3304,37.272043700000005,127.0252508,2020-03-04,3740000,경기도 수원시
37568,경기도 수원시,경기도 수원시 팔달구 장다리로245번길 7,경기도 수원시 팔달구 인계동 968-1,어린이보호,5,200.0,360도전방면,30.0,201706,031-228-3304,37.271629100000006,127.0261977,2020-03-04,3740000,경기도 수원시
37569,경기도 수원시,경기도 수원시 장안구 금당로 19,경기도 수원시 장안구 조원동 40-8,어린이보호,4,200.0,360도전방면,30.0,201103,031-228-3304,37.3054821,127.0163047,2020-03-04,3740000,경기도 수원시
37570,경기도 수원시,경기도 수원시 장안구 금당로 19,경기도 수원시 장안구 조원동 853,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.3035093,127.0125257,2020-03-04,3740000,경기도 수원시
37571,경기도 수원시,경기도 수원시 장안구 금당로39번길 6,경기도 수원시 장안구 조원동 859-3,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.3030945,127.0160561,2020-03-04,3740000,경기도 수원시
37572,경기도 수원시,경기도 수원시 장안구 금당로 53,경기도 수원시 장안구 조원동 390,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.302959200000004,127.0168682,2020-03-04,3740000,경기도 수원시
37573,경기도 수원시,경기도 수원시 장안구 덕영대로417번길 98,경기도 수원시 장안구 율전동 142-22,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.304451,126.9693932,2020-03-04,3740000,경기도 수원시
37574,경기도 수원시,경기도 수원시 장안구 덕영대로417번길 98,경기도 수원시 장안구 율전동 148-1,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.303595,126.96948379999999,2020-03-04,3740000,경기도 수원시
37575,경기도 수원시,경기도 수원시 장안구 정조로1060번길 26,경기도 수원시 장안구 송죽동 501-20,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.3012931,127.00636709999999,2020-03-04,3740000,경기도 수원시
37576,경기도 수원시,경기도 수원시 장안구 송원로41번길 34,경기도 수원시 장안구 송죽동 502,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.300482200000005,127.0062317,2020-03-04,3740000,경기도 수원시
37577,경기도 수원시,경기도 수원시 장안구 율전로 113,경기도 수원시 장안구 율전동 304-8,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.298981700000006,126.96917009999999,2020-03-04,3740000,경기도 수원시
37578,경기도 수원시,경기도 수원시 장안구 율전로 113,경기도 수원시 장안구 율전동 303-1,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.3000361,126.96969969999999,2020-03-04,3740000,경기도 수원시
37579,경기도 수원시,경기도 수원시 팔달구 인계동 384-2,경기도 수원시 팔달구 인계동 384,어린이보호,3,200.0,360도전방면,30.0,201806,031-228-3304,37.269346999999996,127.03642269999999,2020-03-04,3740000,경기도 수원시
37580,경기도 수원시,경기도 수원시 팔달구 권광로 260,경기도 수원시 팔달구 인계동 361-2,어린이보호,4,200.0,360도전방면,30.0,201806,031-228-3304,37.2704015,127.03549869999999,2020-03-04,3740000,경기도 수원시
37581,경기도 수원시,경기도 수원시 팔달구 권광로 367,경기도 수원시 팔달구 우만동 131-4,어린이보호,4,200.0,360도전방면,30.0,201806,031-228-3304,37.2796006,127.0369459,2020-03-04,3740000,경기도 수원시
37582,경기도 수원시,경기도 수원시 팔달구 권광로367번길 29,경기도 수원시 팔달구 우만동 147-18,어린이보호,4,200.0,360도전방면,30.0,201806,031-228-3304,37.2787629,127.03580670000001,2020-03-04,3740000,경기도 수원시
37584,경기도 수원시,경기도 수원시 팔달구 덕영대로697번길 16,경기도 수원시 팔달구 화서동 649,어린이보호,4,200.0,360도전방면,30.0,201806,031-228-3304,37.284488399999994,126.9911206,2020-03-04,3740000,경기도 수원시
37586,경기도 수원시,경기도 수원시 팔달구 수성로258번길 70,경기도 수원시 팔달구 화서동 7-1,어린이보호,2,200.0,360도전방면,30.0,201806,031-228-3304,37.28693079999999,127.00311869999999,2020-03-04,3740000,경기도 수원시
37587,경기도 수원시,경기도 수원시 영통구 영통로89번길 72,경기도 수원시 영통구 망포동 599-4,생활방범,4,130.0,360도전방면,30.0,201202,031-228-3304,37.235407099999996,127.055723,2020-03-04,3740000,경기도 수원시
37588,경기도 수원시,경기도 수원시 영통구 매여울로57번길 24,경기도 수원시 영통구 매탄동 153-84,생활방범,5,130.0,360도전방면,30.0,201202,031-228-3304,37.2733725,127.04308789999999,2020-03-04,3740000,경기도 수원시
37589,경기도 수원시,경기도 수원시 영통구 매여울로40번길 80-20,경기도 수원시 영통구 매탄동 130-35,생활방범,4,130.0,360도전방면,30.0,201202,031-228-3304,37.271901799999995,127.04885970000001,2020-03-04,3740000,경기도 수원시
37590,경기도 수원시,경기도 수원시 영통구 산남로21번길 12,경기도 수원시 영통구 매탄동 231-9,생활방범,4,130.0,360도전방면,30.0,201202,031-228-3304,37.265685,127.04792020000001,2020-03-04,3740000,경기도 수원시
37591,경기도 수원시,경기도 수원시 장안구 송정로 41,경기도 수원시 장안구 송죽동 409-22,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.297400700000004,127.0012014,2020-03-04,3740000,경기도 수원시
37593,경기도 수원시,경기도 수원시 장안구 경수대로 838,경기도 수원시 장안구 조원동 795,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.297147700000004,127.0156716,2020-03-04,3740000,경기도 수원시
37594,경기도 수원시,경기도 수원시 장안구 경수대로 838,경기도 수원시 장안구 조원동 559-2,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.2959854,127.01544579999998,2020-03-04,3740000,경기도 수원시
37595,경기도 수원시,경기도 수원시 장안구 수일로 185,경기도 수원시 장안구 조원동 872,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.3081227,127.0100898,2020-03-04,3740000,경기도 수원시
37596,경기도 수원시,경기도 수원시 장안구 수일로 185,경기도 수원시 장안구 조원동 872,어린이보호,1,200.0,360도전방면,30.0,201705,031-228-3304,37.3081227,127.0100898,2020-03-04,3740000,경기도 수원시
37597,경기도 수원시,경기도 수원시 장안구 광교산로138번길 45,경기도 수원시 장안구 연무동 61-251,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.2983434,127.0310332,2020-03-04,3740000,경기도 수원시
37598,경기도 수원시,경기도 수원시 장안구 광교산로140번길 8,경기도 수원시 장안구 연무동 5-2?,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.2991543,127.03130420000001,2020-03-04,3740000,경기도 수원시
37599,경기도 수원시,경기도 수원시 권선구 서호동로14번길 52-3,경기도 수원시 권선구 서둔동 27-48,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.26562979999999,126.98951140000001,2020-03-04,3740000,경기도 수원시
37600,경기도 수원시,경기도 수원시 영통구 중부대로 246번길 36-16,경기도 수원시 영통구 매탄동 157-2,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.273652500000004,127.0410811,2020-03-04,3740000,경기도 수원시
37601,경기도 수원시,경기도 수원시 영통구 권광로 304번길 50,경기도 수원시 영통구 매탄동 170-1,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.2738242,127.03944640000002,2020-03-04,3740000,경기도 수원시
37602,경기도 수원시,경기도 수원시 권선구 효탑로 24-21,경기도 수원시 권선구 탑동 869-8,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.266906899999995,126.9758134,2020-03-04,3740000,경기도 수원시
37604,경기도 수원시,경기도 수원시 권선구 곡반정로19번길 15-5,경기도 수원시 권선구 곡반정동 608-1,어린이보호,4,200.0,360도전방면,30.0,201701,031-228-3304,37.2326869,127.02386429999999,2020-03-04,3740000,경기도 수원시
37605,경기도 수원시,경기도 수원시 권선구 곡반정로19번길 41,경기도 수원시 권선구 곡반정동 604-4,어린이보호,5,200.0,360도전방면,30.0,201701,031-228-3304,37.2337951,127.0246422,2020-03-04,3740000,경기도 수원시
37606,경기도 수원시,경기도 수원시 권선구 탑동 508-5,경기도 수원시 권선구 탑동 508-6,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.2652403,126.97717809999999,2020-03-04,3740000,경기도 수원시
37607,경기도 수원시,경기도 수원시 권선구 덕영대로1142번길 23-17,경기도 수원시 권선구 세류동 1131-26,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.250213099999996,127.01633989999999,2020-03-04,3740000,경기도 수원시
37608,경기도 수원시,경기도 수원시 권선구 경수대로225번길 24-32,경기도 수원시 권선구 세류동 1149-1,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.2486544,127.01620439999999,2020-03-04,3740000,경기도 수원시
37609,경기도 수원시,경기도 수원시 권선구 금호로 56,경기도 수원시 권선구 호매실동 82-10,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.2695144,126.95781880000001,2020-03-04,3740000,경기도 수원시
37611,경기도 수원시,경기도 수원시 권선구 고현로 11,경기도 수원시 권선구 고색동 282-31,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.24887929999999,126.98731640000001,2020-03-04,3740000,경기도 수원시
37612,경기도 수원시,경기도 수원시 권선구 매송고색로 681,경기도 수원시 권선구 고색동 389-5,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.2501842,126.97792709999999,2020-03-04,3740000,경기도 수원시
37613,경기도 수원시,경기도 수원시 권선구 매송고색로 687,경기도 수원시 권선구 고색동 386-10,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.250599,126.9795388,2020-03-04,3740000,경기도 수원시
37614,경기도 수원시,경기도 수원시 영통구 동수원로 290,경기도 수원시 영통구 매탄동 1181-7,어린이보호,4,200.0,360도전방면,30.0,201103,031-228-3304,37.2551558,127.03639390000001,2020-03-04,3740000,경기도 수원시
37615,경기도 수원시,경기도 수원시 권선구 권중로25번길 24,경기도 수원시 권선구 권선동 1233-6,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.25468789999999,127.03391380000001,2020-03-04,3740000,경기도 수원시
37616,경기도 수원시,경기도 수원시 권선구 매실로42번길 7,경기도 수원시 권선구 호매실동 388-1,어린이보호,4,200.0,360도전방면,30.0,201103,031-228-3304,37.266954600000005,126.9556445,2020-03-04,3740000,경기도 수원시
37617,경기도 수원시,경기도 수원시 권선구 매실로 70,경기도 수원시 권선구 호매실동 377-1,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.26773920000001,126.9573125,2020-03-04,3740000,경기도 수원시
37618,경기도 수원시,경기도 수원시 권선구 탑동로58번길 6-2,경기도 수원시 권선구 탑동 766-1,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.2738984,126.9740633,2020-03-04,3740000,경기도 수원시
37619,경기도 수원시,경기도 수원시 권선구 세권로195번길 20-23,경기도 수원시 권선구 권선동 1047-5,어린이보호,1,200.0,360도전방면,30.0,201103,031-228-3304,37.2558789,127.02719609999998,2020-03-04,3740000,경기도 수원시
37620,경기도 수원시,경기도 수원시 영통구 영통로130번길 59,경기도 수원시 영통구 망포동 415,생활방범,4,200.0,360도전방면,30.0,201705,031-228-3304,37.2403523,127.05905109999999,2020-03-04,3740000,경기도 수원시
37621,경기도 수원시,경기도 수원시 권선구 동수원로146번길 187,경기도 수원시 권선구 곡반정동 521-9,생활방범,5,200.0,360도전방면,30.0,201705,031-228-3304,37.242407,127.0332777,2020-03-04,3740000,경기도 수원시
37622,경기도 수원시,경기도 수원시 팔달구 경수대로443번길 18,경기도 수원시 팔달구 인계동 992-12,생활방범,1,130.0,360도전방면,30.0,201209,031-228-3304,37.266151,127.0250348,2020-03-04,3740000,경기도 수원시
37623,경기도 수원시,경기도 수원시 권선구 경수대로211번길 18,경기도 수원시 권선구 세류동 1152-6,생활방범,4,200.0,360도전방면,30.0,201705,031-228-3304,37.2464919,127.0163393,2020-03-04,3740000,경기도 수원시
37624,경기도 수원시,경기도 수원시 권선구 세지로28번길 13,경기도 수원시 권선구 세류동 1091-10,생활방범,5,200.0,360도전방면,30.0,201705,031-228-3304,37.254466,127.01639709999999,2020-03-04,3740000,경기도 수원시
37625,경기도 수원시,경기도 수원시 장안구 장안로 447,경기도 수원시 장안구 이목동 203-1,생활방범,1,200.0,360도전방면,30.0,201202,031-228-3304,37.3184013,126.979642,2020-03-04,3740000,경기도 수원시
37626,경기도 수원시,경기도 수원시 장안구 수일로 20-7,경기도 수원시 장안구 파장동 201-4,생활방범,1,200.0,360도전방면,30.0,201202,031-228-3304,37.3113122,126.994399,2020-03-04,3740000,경기도 수원시
37627,경기도 수원시,경기도 수원시 장안구 서부로2197번길 35-2,경기도 수원시 장안구 율전동 105-8,생활방범,1,130.0,360도전방면,30.0,201202,031-228-3304,37.3040909,126.97047620000001,2020-03-04,3740000,경기도 수원시
